Gene,logFC,PValue,FDR,cKO_1,cKO_2,cKO_3,cKO_4,cKO_5,FL_1,FL_2,FL_3,FL_4
Scrt1,0.616771766,8.79E-04,0.020626529,6.284288629,6.173205179,6.394648605,6.061500293,6.10775398,5.923646332,5.702805913,5.798861498,5.929584598
Celsr2,0.616626199,4.43E-05,0.002143028,8.895190509,8.615209664,8.333943914,8.682009517,8.657869647,8.019071277,8.217974527,8.273949945,7.730339261
Fosl2,0.614213112,0.001120591,0.024512181,9.066335087,8.630404842,9.098158876,8.258525137,8.044515095,8.394802584,7.868804034,7.80590845,7.605411139
Neo1,0.609659632,0.001758408,0.032448229,6.230721361,6.469953017,6.441871789,6.234576773,6.40219548,6.100601603,6.048404186,6.103279532,5.801722886
Nlrp3,0.606387158,0.001958922,0.034756153,6.651011549,6.513728185,6.888034587,6.44418066,6.283306607,6.136990458,6.2176536,6.296554337,6.145775443
Baiap3,0.604627787,1.43E-05,8.78E-04,9.017643084,8.753341607,8.995216746,8.645351148,8.854737845,8.566128291,8.021610787,8.359351848,8.197320943
Hmcn2,0.603096009,2.81E-05,0.001482621,8.810274756,8.685968133,8.324678016,8.428928826,8.549865873,8.229760568,7.856298483,7.860037383,8.143581152
Ndrg1,0.601523088,1.10E-08,2.34E-06,10.86446584,10.89425221,10.58950827,10.70949375,10.59281,9.994479314,10.00827352,10.16603325,10.30762599
Epn2,0.601012377,9.80E-04,0.022316346,6.776189844,6.895558103,7.085520125,6.847071936,6.698371879,6.611575771,6.487729763,6.5570819,6.409372874
Ddit4l,0.600620268,7.85E-04,0.018920254,6.976638932,6.83601681,6.782026449,7.089166447,6.974904198,6.702425783,6.658112058,6.536446292,6.409372874
Cyp27a1,0.598429593,0.002188363,0.037266542,7.476160175,7.081729347,7.474250693,6.919804085,6.615681097,6.817087323,6.548134872,6.448695455,6.73564008
Ephb2,0.59676266,NA,NA,6.988777464,6.652060986,6.663806747,6.736003471,6.525002511,6.467291762,6.352216509,6.350630896,6.358419267
Zfp934,0.593737864,0.001635592,0.031166146,6.617041667,6.909942368,6.888034587,6.684417596,6.714100503,6.444593076,6.376438589,6.597001032,6.244964895
Hebp2,0.592616532,0.002334155,0.038961285,6.887720288,6.447196809,6.984539932,6.591846604,6.445148498,6.397243442,5.913474195,6.206989995,6.384304705
Fgd1,0.59239347,3.71E-04,0.011182324,7.294702872,7.273674259,7.264516462,7.478577072,7.301933364,6.801471346,6.994231176,7.155511041,6.700537871
Megf8,0.591783631,8.51E-05,0.003506858,7.832559559,7.739202598,7.922616552,7.496040858,7.596527245,7.36913767,7.348629941,7.307189579,7.122048342
Sorcs1,0.591271119,0.002210193,0.037479579,7.247266997,7.187188962,7.465442261,6.961218959,6.615681097,6.702425783,6.787658561,6.689961133,6.457312602
Phlda3,0.589120128,1.35E-05,8.37E-04,12.155067,12.11783561,11.87045871,11.90421966,12.10546295,11.56767365,11.08795851,11.00649345,11.69451934
Zfp385a,0.588999669,8.11E-05,0.003352331,8.942700661,8.592104274,8.760394337,8.484169228,8.564277672,8.468405502,7.97640701,7.918425616,8.09334658
Bcar1,0.588654272,0.001871566,0.034074022,6.446318335,6.555427406,6.486560375,6.100332427,6.035834653,5.974264508,5.962922352,5.976399088,5.980885137
Sema6b,0.588308691,8.57E-04,0.02043475,8.026065844,7.448483265,7.884671404,7.349052905,7.536714356,7.388191854,7.135693288,7.14390396,7.085151595
Fam129b,0.587784199,9.71E-07,1.10E-04,9.334254847,8.982965588,8.966065193,9.249723611,9.335237181,8.704596565,8.488316289,8.660352747,8.696638418
6330562C20Rik,0.587684834,0.002178515,0.037220864,6.202286357,6.266721519,6.098825601,6.26424524,6.201401631,5.923646332,5.913474195,5.925560861,5.871189572
Megf11,0.584796288,7.57E-04,0.018517087,6.380929746,5.924861382,6.608419317,6.26424524,6.072965859,5.707933766,5.79026811,5.976399088,5.710928216
Stk35,0.582743015,1.67E-06,1.60E-04,10.707198,10.52721714,10.44172632,10.65037884,10.31966284,10.03854706,9.976581015,10.07395546,9.576896774
Cacna2d2,0.582671843,3.11E-04,0.009641877,7.207933323,7.056939199,7.285123193,7.124925309,7.010897783,6.817087323,6.832282753,6.806940785,6.700537871
Glis2,0.582392446,9.06E-04,0.021058727,8.078086308,7.753600241,7.965575838,7.635601892,7.521316066,7.667188974,7.113286157,7.20083499,7.181074992
Tbc1d8,0.582355267,2.92E-04,0.009167272,7.25690339,7.069400969,7.232935418,7.258034291,7.07962885,6.719623215,6.861013477,6.954181523,6.752741169
Sccpdh,0.582334445,0.001431778,0.028551591,8.320731855,7.883115931,8.365896029,7.68147836,7.660671539,7.769536382,7.241778228,7.244503704,7.503131165
Anxa2,0.580272169,1.83E-06,1.73E-04,13.87734404,14.00776499,14.03385814,13.78589008,14.08727403,13.44619995,13.03731343,13.08078175,13.61806203
Zfp365,0.579460122,9.10E-05,0.00368214,10.26860157,9.945989697,10.07072435,9.816898501,9.605589535,9.686542323,9.193787487,9.323697779,9.047240289
Fscn1,0.578120404,0.00119035,0.025515693,7.30397272,7.141482061,7.465442261,7.113127136,7.473975014,6.572650887,7.078846727,6.981385339,6.880225238
Slc19a2,0.57760532,1.37E-04,0.00510182,11.43767251,11.16156663,11.20244578,11.05780777,10.7125289,10.908065,10.19941289,10.40159431,10.21266542
Cdc14b,0.577346522,1.54E-04,0.005615734,9.686009584,9.389934322,9.59419169,9.361636619,9.083245394,8.830668883,9.036182945,8.998619595,8.375106124
Pkd2,0.576295195,0.001160122,0.025123653,7.634863271,7.430226533,7.305387956,7.089166447,7.24527785,6.906231944,7.12454331,6.981385339,6.6825093
Rnf125,0.575196154,0.002711852,0.0431864,9.417388449,8.82424722,9.397276999,9.125637306,8.392895253,8.522183631,8.368376386,8.634134549,7.391923691
Sec14l2,0.57512342,4.55E-04,0.012973065,7.294702872,7.056939199,7.200504972,7.124925309,7.101655548,6.906231944,6.902711578,6.635277104,6.752741169
Kcnc3,0.574815593,0.003291037,0.048230709,7.349301949,7.069400969,6.957817872,6.736003471,6.562361423,6.753156326,6.528454511,6.425268945,6.303878464
Scn3b,0.574087778,0.003105603,0.046877026,6.634178156,6.772912657,6.997665144,6.55209742,6.379834956,6.489400114,6.274532675,5.86769505,6.213534736
Asap3,0.573761104,NA,NA,7.036063651,7.018718126,7.097539635,7.124925309,7.010897783,6.817087323,6.772346758,6.774867726,6.27502863
Ano7,0.573417253,0.003215805,0.047789761,6.506957037,6.322764394,6.627242423,6.466870231,6.40219548,6.171315241,6.187317197,6.206989995,6.145775443
Prdm4,0.571720586,1.93E-10,6.54E-08,11.12574552,11.11499325,11.20925204,11.12183174,10.91673611,10.59281376,10.55681123,10.59248495,10.34299109
Lpar2,0.570944695,1.73E-05,0.001008164,9.283248242,9.012107717,9.189128279,9.120335667,8.877883564,8.810973674,8.350991567,8.649176151,8.393523367
Plk2,0.569351971,1.13E-04,0.004382531,9.976269876,10.02344696,9.963386249,9.744945806,9.509399655,9.664913372,9.054876289,9.132360323,9.035688741
Tead3,0.569167595,0.003636168,0.050771954,6.425098339,6.205852041,6.318093011,6.611097425,6.615681097,6.136990458,6.121934527,6.02223266,6.213534736
Dph6,0.56839709,4.32E-06,3.38E-04,9.981596188,9.838455062,10.12677519,10.04851547,9.743459034,9.434924016,9.488453757,9.512925813,9.038585438
F11r,0.567962178,0.002559793,0.041642559,6.634178156,6.924139044,6.930435773,6.531550318,6.817835645,6.397243442,6.528454511,6.376297745,6.480291965
1500035N22Rik,0.567814642,6.83E-04,0.01733351,6.07369536,6.102301173,6.36995801,6.136705723,5.848885414,5.79750013,5.702805913,5.491007067,5.710928216
Piezo1,0.565766082,1.74E-06,1.65E-04,12.46696773,12.2529805,12.03930745,12.30244882,12.14410463,11.65641712,11.66149626,11.85736316,11.30248035
Rab15,0.565729275,0.003808826,0.052376177,6.425098339,6.322764394,6.36995801,6.396850185,6.525002511,6.234902932,6.121934527,6.103279532,6.027133166
Gm37795,0.564258034,5.61E-07,6.81E-05,10.18800389,9.99760616,9.715947443,10.0190454,9.982225991,9.476948865,9.562848133,9.429020199,9.235551722
Spryd3,0.563951201,6.22E-07,7.42E-05,10.83317921,10.97875116,10.76108005,11.04187005,11.26826546,10.38409301,10.31514489,10.31450955,10.56984339
Ccdc120,0.563184466,0.002612084,0.042025575,6.926713771,6.880980099,7.097539635,6.55209742,6.886074365,6.572650887,6.466627394,6.653851188,6.4336897
Gdpgp1,0.562996171,6.70E-06,4.87E-04,8.729550119,8.72889265,8.843071226,8.745682838,8.617040805,8.274114164,8.320034378,8.400160477,7.917589908
Fgfr1,0.559187372,0.003094554,0.04676215,6.309638288,6.295280764,6.464510319,6.100332427,6.10775398,6.061752769,5.79026811,5.976399088,5.871189572
Bmpr1a,0.558476412,7.64E-06,5.41E-04,9.334254847,9.225963649,9.37534612,9.222792423,8.928619075,8.760500631,8.877057298,8.630348877,8.499191764
Vdr,0.558442703,0.001135675,0.024791614,7.103512572,7.005686575,7.420455455,7.124925309,7.090694507,6.948188752,6.675261819,6.806940785,6.752741169
Zswim3,0.558318363,9.57E-06,6.51E-04,8.431714226,8.499830795,8.590483047,8.569036298,8.380685256,8.141874967,8.065358955,8.124180929,7.730339261
Arntl2,0.558009589,9.94E-04,0.022501335,7.125150237,6.924139044,7.222222231,6.905644133,6.962644334,6.684924044,6.708684261,6.724790521,6.700537871
Tmem136,0.557372375,0.001590021,0.03078175,7.177562581,7.105999081,7.036148589,7.124925309,6.974904198,6.552552764,6.968845143,6.791028592,6.545789776
Nid2,0.557321408,0.003243232,0.047891369,7.874738638,7.527533657,7.713823336,7.45192251,7.07962885,7.269197762,7.113286157,7.132181341,6.626324946
Ubtd1,0.556780107,1.08E-05,7.26E-04,9.661303394,9.684875905,9.694886711,9.546501567,9.607311313,9.447661575,8.89201336,8.870284718,9.070065645
Zbtb39,0.556153594,1.25E-04,0.004794463,8.906513438,8.564658418,8.84627985,8.641632239,8.347591218,8.209580837,8.26530124,8.259189888,7.891450791
Plekhg4,0.555390684,0.001502677,0.029575126,7.227760731,6.965660376,6.997665144,6.905644133,6.937710357,6.73652936,6.658112058,6.791028592,6.502672288
Cdkn1a,0.554881191,1.78E-04,0.006223241,14.00600194,13.92770001,13.92525727,13.69879161,13.5463877,13.6511056,12.80335071,12.83891813,13.19722744
Prkar2a,0.554273126,4.44E-07,5.65E-05,11.77122209,11.49080189,11.78732424,11.58852464,11.39192751,11.09175308,11.0717716,11.13935587,10.78646449
Steap3,0.554107605,0.003444469,0.049414323,8.157405573,7.536022149,8.018877184,7.666364429,7.449626316,7.628610682,7.043348779,7.347266463,6.865107969
Arhgef40,0.553508866,0.001906861,0.034394306,7.207933323,7.093927655,7.456572172,7.433835517,7.551929999,7.065342784,7.135693288,6.897674687,6.645420203
D8Ertd82e,0.55270534,1.96E-05,0.001129812,9.130375644,9.060317797,9.006711869,8.924159224,8.804259297,8.566128291,8.484347537,8.664058642,8.149050751
Kazn,0.552477567,0.003776126,0.052084503,6.95195797,6.633512689,6.902352821,6.591846604,6.580478645,6.421260191,6.466627394,6.493680919,6.27502863
Ckmt1,0.552398328,7.02E-05,0.002995892,8.764267535,8.988842041,8.787380731,8.735268259,9.188520282,8.489334852,8.385546489,8.091044881,8.54096622
Arhgef17,0.552350046,7.28E-04,0.018088087,7.313173032,7.117946684,7.200504972,7.368397667,7.112514269,6.86258999,6.787658561,7.059258996,6.769558939
Prr11,0.551287905,1.32E-06,1.34E-04,11.59555025,11.57413525,11.57335479,11.81042813,11.53361382,10.98044699,11.17417966,11.22798571,10.69276393
Fkrp,0.550791231,1.49E-06,1.47E-04,10.89367768,10.68649308,10.80831634,10.82577451,10.60661418,10.40594673,10.13349173,10.30866827,9.886341378
Slc37a2,0.550490256,9.26E-04,0.02149707,7.366978284,7.33472485,7.285123193,7.204362963,7.101655548,7.137272738,6.741017502,6.853275403,6.834214977
Maats1,0.549905201,0.003575147,0.050229335,7.114381523,6.789051929,7.295297511,6.891297244,6.774658828,6.769515399,6.466627394,6.689961133,6.524493116
Jag2,0.549445407,0.004371447,0.057347665,7.868793836,7.273674259,7.623236302,6.93378291,7.034270983,6.948188752,6.929644535,7.020990772,6.718243385
Clcn5,0.549106221,5.10E-05,0.002352903,9.873994707,9.556849636,9.703699627,9.550437626,9.316383863,9.201482881,9.106970809,9.156095611,8.714940031
Llgl2,0.548926795,1.22E-09,3.54E-07,9.429158847,9.486206497,9.29348577,9.442292041,9.540384037,8.990780023,8.953160679,8.986885219,8.833468603
Hk2,0.548302794,0.002215064,0.037515407,11.85145363,11.68065046,11.93867626,10.8538324,10.66714632,11.05144694,10.61608017,10.66099549,10.56785258
2900097C17Rik,0.547757192,0.001591145,0.03078175,7.915630869,7.617964489,7.402000686,7.817021494,7.529038344,7.113786289,7.480925967,7.307189579,6.938666692
Zfp367,0.547660108,1.17E-08,2.45E-06,11.57062916,11.39688331,11.41806751,11.57703311,11.3458886,10.73508474,11.03550733,11.02369752,10.78732007
Sorcs2,0.5475792,0.002497477,0.040971876,8.015418789,8.147792132,7.669313701,8.596220652,8.070358533,7.572602138,7.811583873,7.727688556,7.181074992
Nme4,0.547366129,1.83E-04,0.006358452,9.061287423,8.847113681,9.366478693,8.77308515,8.857651835,8.739795316,8.342216885,8.326762067,8.416207476
4930520O04Rik,0.547201394,2.34E-04,0.007717346,7.977482166,7.577643311,7.910086769,7.643360795,7.603812768,7.289847064,7.301213392,7.414428817,7.382196883
Adrb2,0.546545581,1.73E-04,0.006089831,7.7308175,7.830108324,7.64647847,7.768685227,7.884057151,7.461637195,7.210930082,7.20083499,7.572212401
Tnfrsf23,0.546194521,0.002994777,0.045917668,7.366978284,7.175926356,7.534259996,7.052268789,7.133933533,7.137272738,6.69211499,6.912077501,6.626324946
Bmf,0.5459534,0.004798239,0.060606987,7.531268053,7.044340574,7.891070469,7.478577072,6.999027571,7.21598281,6.91626114,6.868280331,6.645420203
Mgat4a,0.545429946,2.43E-08,4.52E-06,11.02375206,10.87390696,11.05429902,10.98139167,10.94076706,10.42426504,10.50661115,10.57313191,10.15146309
Fam43a,0.5452619,6.60E-04,0.016837972,7.401595279,7.314710142,7.373797951,7.113127136,7.195950777,6.988609926,6.817618838,6.83805573,7.07258726
Cbfa2t3,0.543026446,0.004337495,0.057105458,8.015418789,7.16455597,7.699153837,7.469754352,7.301933364,7.237550828,6.929644535,7.286650222,6.752741169
Dcbld1,0.541961389,0.002286396,0.038294324,6.964366962,6.965660376,6.813420381,6.987993208,6.698371879,6.611575771,6.604740893,6.448695455,6.645420203
Arhgap20,0.540866882,0.003574318,0.050229335,6.357891984,6.173205179,6.201809287,6.396850185,6.171718376,5.79750013,6.048404186,6.064264584,5.491007067
Crip2,0.540549995,6.87E-04,0.017389915,8.204747715,8.39657886,8.282197474,8.306682255,8.610119214,8.249649323,7.778700202,7.538879869,7.830705836
Wdfy2,0.540323803,0.003647194,0.05079537,7.25690339,6.924139044,7.24355427,7.076997954,7.010897783,6.891879941,6.787658561,6.822613591,6.331640244
Zbed3,0.540190431,1.50E-06,1.47E-04,8.78285056,8.603704477,8.859042109,8.696409763,8.53164021,8.229760568,8.333386392,8.249261536,8.138089654
H2-Q2,0.539265961,0.004393291,0.057498917,6.683821525,6.705664697,6.765964026,6.510518178,6.562361423,6.489400114,6.2176536,6.376297745,6.331640244
Cep170b,0.538512535,5.70E-06,4.28E-04,11.20857895,10.89658136,10.84454423,10.9475721,10.89159327,10.56686532,10.46257008,10.45755901,10.04376719
Tbc1d24,0.538418133,4.11E-04,0.011966523,8.751741598,8.552729515,8.715410484,8.561171613,8.256765523,8.125764732,8.227570609,8.213938897,7.677144302
Vat1,0.536411588,1.36E-04,0.005065084,10.23779228,9.840072458,10.19826516,9.82989603,9.809219074,9.785048048,9.203380869,9.304971262,9.347006248
Ppm1e,0.535831187,0.006173468,0.07085161,6.446318335,6.513728185,6.797842163,6.292717774,6.562361423,6.346923553,6.121934527,6.238147596,6.180550254
Kifc3,0.534862086,0.001050192,0.023375792,7.3930306,7.105999081,7.178386042,7.113127136,7.347223236,6.719623215,6.942866621,6.940325226,6.952802194
Cxadr,0.533914447,0.006149667,0.070697781,6.634178156,6.492117111,6.627242423,6.292717774,6.580478645,6.264583821,6.352216509,6.064264584,6.244964895
Gja1,0.533683794,0.004429774,0.057786439,8.0882564,7.843558489,8.081305753,7.60409504,7.311125631,7.704661913,7.055303801,7.14390396,7.215131692
Unc13a,0.532690024,0.005301984,0.064615926,8.588517892,8.04801793,8.365896029,7.666364429,7.489951648,7.824650482,7.221300905,7.580543081,7.33238803
9030617O03Rik,0.532068407,5.90E-06,4.41E-04,11.23664849,11.02277064,11.01387136,11.12314952,10.96037928,10.8407022,10.3617255,10.49506756,10.2896121
Bcr,0.531753173,2.74E-05,0.001455745,10.68454339,10.38509266,10.69028879,10.41338543,10.26954323,10.11753503,9.983530392,10.0033435,9.60051949
Arhgef11,0.531726349,2.76E-04,0.008764511,8.516035492,8.528562757,8.248231292,8.865014029,8.732962434,8.001433686,8.178907389,8.288554141,7.943231127
Zfp612,0.531328507,0.006665608,0.074488311,6.467013222,6.266721519,6.486560375,6.591846604,6.423952741,6.171315241,6.301343128,6.174293099,5.929584598
D630045J12Rik,0.531127325,0.003882995,0.053093404,8.739103517,8.289880517,8.628391944,7.817021494,7.754592801,7.934723571,7.653045318,7.785029367,7.58059235
Capn15,0.530777484,0.001018081,0.02284802,9.584522584,9.416247005,9.161158783,9.53859685,9.134461699,8.846874671,8.864977706,9.135017192,8.218242447
Slc7a7,0.529437291,0.006833134,0.07570369,6.833429897,6.73984914,7.061099592,6.510518178,6.465819856,6.592317481,6.187317197,6.376297745,6.303878464
Ctsf,0.52904589,6.19E-04,0.01613456,7.410101769,7.209400119,7.254080676,7.148171395,7.311125631,6.86258999,6.994231176,6.853275403,7.034048843
Gm38326,0.526021668,0.001600708,0.030835174,6.07369536,6.173205179,6.318093011,5.9234539,6.072965859,5.923646332,5.491007067,5.708899117,5.491007067
Per1,0.522368541,4.63E-07,5.83E-05,10.06046777,9.981582739,9.878825944,9.831512478,9.782057343,9.432790019,9.523270469,9.463175,9.176380647
Ehhadh,0.522285109,3.17E-05,0.001612416,8.375274144,8.611385061,8.701275632,8.656449254,8.463990037,8.278955607,8.168964763,8.085443279,7.917589908
Polr3f,0.521607229,4.74E-08,8.41E-06,10.83317921,10.71140731,10.90678284,10.81439658,10.60661418,10.28967805,10.29518932,10.35927566,10.05519164
Oaf,0.521558515,0.003845207,0.052716544,7.266463835,7.411701153,7.858765343,7.339266115,7.701747735,7.279566114,6.929644535,6.897674687,7.291042001
Trim6,0.521140571,NA,NA,6.258015995,6.322764394,6.64569898,6.203562058,5.995842528,6.100601603,5.702805913,5.925560861,5.871189572
Atp1b1,0.520606998,0.002126242,0.036593109,7.349301949,7.466479907,7.474250693,7.84387414,7.830104241,7.027624069,7.348629941,7.317331688,7.097581001
Serinc3,0.520467278,1.29E-13,1.17E-10,14.70314761,14.69816859,14.79359947,14.78166499,14.70120477,14.35249212,14.15000788,14.1690638,14.11621496
Plod2,0.519672908,0.002575751,0.041831762,11.04676727,10.43404306,11.01951546,10.28494339,9.987516885,10.02730344,10.16804998,10.03342408,9.52021337
Fosl1,0.519600659,0.007797239,0.08160268,7.217887931,6.880980099,7.155847797,6.876757291,6.580478645,6.847638723,6.399938782,6.296554337,6.606836837
Serpine2,0.518259549,1.69E-04,0.006023484,12.39757271,12.30881836,12.50138747,11.94352691,12.06606954,12.04558583,11.62114252,11.47099039,11.43990544
Plekha7,0.515753341,1.94E-04,0.006627561,9.711902002,9.60144457,9.253135548,9.587300469,9.269222284,9.116113502,9.017240527,9.100085134,8.617063467
Zbtb42,0.515679007,1.18E-05,7.75E-04,9.477185759,9.360871615,9.241047449,9.53462807,9.726141197,8.817569263,9.030796535,8.995695076,9.081342433
Btnl7-ps,0.515131224,0.007695101,0.081009889,6.108525823,6.469953017,6.201809287,6.591846604,6.525002511,5.923646332,6.086369202,6.139823135,6.145775443
Cdh17,0.51485063,0.007381301,0.079106144,6.91387054,6.705664697,7.085520125,6.666604299,6.525002511,6.611575771,6.422772299,6.448695455,6.384304705
Mylip,0.51286113,0.002280131,0.038236478,7.769891004,7.672392025,7.953440617,7.696419973,7.473975014,7.488113951,7.480925967,7.233734118,6.966759417
Pcyt1b,0.51179787,0.001290987,0.026723618,8.128196623,7.823332063,8.282197474,7.970617979,7.996722593,7.776552007,7.62340767,7.75666958,7.237310467
Csgalnact1,0.511683577,0.008963324,0.089239541,6.887720288,6.534821164,7.109436069,6.666604299,6.423952741,6.444593076,6.352216509,6.536446292,6.108906869
Eda2r,0.511111986,0.004676024,0.059659386,8.268407077,7.908853818,8.333943914,7.976652797,7.735023199,8.013217504,7.497562025,7.423735598,7.203886883
Lrp11,0.510724273,0.001627307,0.031166146,8.395694924,8.200235997,8.567236536,8.052755571,7.924569569,7.995503172,7.85000161,7.742258556,7.511972784
Arhgap23,0.510510503,0.008769646,0.08802006,7.114381523,6.670258323,6.888034587,6.666604299,6.543876098,6.769515399,6.246676517,6.103279532,6.213534736
