Gene,Location,miR,Targetscan,Sum
Adgra3,Not_3UTR,mmu-miR-30b-3p,FALSE,0
C1s1,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Hars,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Ell2,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Amer3,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Cd8a,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Asf1b,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Atxn2l,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Cd44,Not_3UTR,mmu-miR-30b-3p,FALSE,2
Kcna10,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Ddx25,Not_3UTR,mmu-miR-30b-3p,FALSE,1
4933402J15Rik,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Astn2,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Gm5592,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Atxn7l1,Not_3UTR,mmu-miR-30b-3p,FALSE,4
Gm10768,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Dhx29,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Btk,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Csk,Not_3UTR,mmu-miR-30b-3p,FALSE,8
Tex15,Not_3UTR,mmu-miR-30b-3p,FALSE,6
Nt5c1b,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Itgam,Not_3UTR,mmu-miR-30b-3p,FALSE,0
1700031A10Rik,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Igf2bp3,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Ube4b,Not_3UTR,mmu-miR-30b-3p,FALSE,3
5830473C10Rik,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Ano1,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Ajuba,Not_3UTR,mmu-miR-30b-3p,FALSE,0
Rrp7a,Not_3UTR,mmu-miR-30b-3p,FALSE,0
4933417D19Rik,Not_3UTR,mmu-miR-30b-3p,FALSE,0
