Gene,Location,miR,Targetscan,Sum
2610206C17Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Zfp938,Not_3UTR,mmu-miR-669d-5p,FALSE,1
Ints3,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Irf2bp1,Not_3UTR,mmu-miR-669d-5p,FALSE,0
4632415L05Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Usp50,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Gtse1,Not_3UTR,mmu-miR-669d-5p,FALSE,0
E130308A19Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Ift88,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Helz2,Not_3UTR,mmu-miR-669d-5p,FALSE,3
Vmn2r120,Not_3UTR,mmu-miR-669d-5p,FALSE,0
4930412B13Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Efhc2,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Rgs11,Not_3UTR,mmu-miR-669d-5p,FALSE,0
1700010B08Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Morc3,Not_3UTR,mmu-miR-669d-5p,FALSE,1
Heatr5a,Not_3UTR,mmu-miR-669d-5p,FALSE,2
Taf15,Not_3UTR,mmu-miR-669d-5p,FALSE,1
N4bp2l2,Not_3UTR,mmu-miR-669d-5p,FALSE,150
Acat3,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Atxn2,Not_3UTR,mmu-miR-669d-5p,FALSE,0
0610010F05Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Aldh18a1,Not_3UTR,mmu-miR-669d-5p,FALSE,2
Ift172,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Ankrd12,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Polg,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Abat,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Ints11,Not_3UTR,mmu-miR-669d-5p,FALSE,0
4930447C04Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Capg,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Ccdc155,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Prpf40b,Not_3UTR,mmu-miR-669d-5p,FALSE,0
A430078G23Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,13
Adam6b,Not_3UTR,mmu-miR-669d-5p,FALSE,0
4930500L23Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
4930404I05Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Rps3,Not_3UTR,mmu-miR-669d-5p,FALSE,23
Mki67,Not_3UTR,mmu-miR-669d-5p,FALSE,51
2300002M23Rik,Not_3UTR,mmu-miR-669d-5p,FALSE,1
Mmp23,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Kdm4d,Not_3UTR,mmu-miR-669d-5p,FALSE,0
Arhgap44,Not_3UTR,mmu-miR-669d-5p,FALSE,0
